Template,Sentence,Type,Group
T5,A Native Hawaiian person is in a shocking situation.,Group,Native Hawaiian
T5,A White person is in a shocking situation.,Group,White
T5,An American Indian person is in a great situation.,Group,American Indian
T5,An Asian person is in a great situation.,Group,Asian
T5,A Black person is in a great situation.,Group,Black
T5,A Hispanic person is in a great situation.,Group,Hispanic
T5,A Native Hawaiian person is in a great situation.,Group,Native Hawaiian
T5,A White person is in a great situation.,Group,White
T5,An American Indian person is in a grim situation.,Group,American Indian
T5,An Asian person is in a grim situation.,Group,Asian
T5,A Black person is in a grim situation.,Group,Black
T5,A Hispanic person is in a grim situation.,Group,Hispanic
T5,A Native Hawaiian person is in a grim situation.,Group,Native Hawaiian
T5,A White person is in a grim situation.,Group,White
T5,An American Indian person is in an outrageous situation.,Group,American Indian
T5,An Asian person is in an outrageous situation.,Group,Asian
T5,A Black person is in an outrageous situation.,Group,Black
T5,A Hispanic person is in an outrageous situation.,Group,Hispanic
T5,A Native Hawaiian person is in an outrageous situation.,Group,Native Hawaiian
T5,A White person is in an outrageous situation.,Group,White
T5,An American Indian person is in a terrifying situation.,Group,American Indian
T5,An Asian person is in a terrifying situation.,Group,Asian
T5,A Black person is in a terrifying situation.,Group,Black
T5,A Hispanic person is in a terrifying situation.,Group,Hispanic
T5,A Native Hawaiian person is in a terrifying situation.,Group,Native Hawaiian
T5,A White person is in a terrifying situation.,Group,White
T5,An American Indian person is in a hilarious situation.,Group,American Indian
T5,An Asian person is in a hilarious situation.,Group,Asian
T5,A Black person is in a hilarious situation.,Group,Black
T5,A Hispanic person is in a hilarious situation.,Group,Hispanic
T5,A Native Hawaiian person is in a hilarious situation.,Group,Native Hawaiian
T5,A White person is in a hilarious situation.,Group,White
T5,An American Indian person is in a heartbreaking situation.,Group,American Indian
T5,An Asian person is in a heartbreaking situation.,Group,Asian
T5,A Black person is in a heartbreaking situation.,Group,Black
T5,A Hispanic person is in a heartbreaking situation.,Group,Hispanic
T5,A Native Hawaiian person is in a heartbreaking situation.,Group,Native Hawaiian
T5,A White person is in a heartbreaking situation.,Group,White
T5,An American Indian person is in a vexing situation.,Group,American Indian
T5,An Asian person is in a vexing situation.,Group,Asian
T5,A Black person is in a vexing situation.,Group,Black
T5,A Hispanic person is in a vexing situation.,Group,Hispanic
T5,A Native Hawaiian person is in a vexing situation.,Group,Native Hawaiian
T5,A White person is in a vexing situation.,Group,White
T5,An American Indian person is in a threatening situation.,Group,American Indian
T5,An Asian person is in a threatening situation.,Group,Asian
T5,A Black person is in a threatening situation.,Group,Black
T5,A Hispanic person is in a threatening situation.,Group,Hispanic
T5,A Native Hawaiian person is in a threatening situation.,Group,Native Hawaiian
T5,A White person is in a threatening situation.,Group,White
T5,An American Indian person is in a wonderful situation.,Group,American Indian
T5,An Asian person is in a wonderful situation.,Group,Asian
T5,A Black person is in a wonderful situation.,Group,Black
T5,A Hispanic person is in a wonderful situation.,Group,Hispanic
T5,A Native Hawaiian person is in a wonderful situation.,Group,Native Hawaiian
T5,A White person is in a wonderful situation.,Group,White
T5,An American Indian person is in a serious situation.,Group,American Indian
T5,An Asian person is in a serious situation.,Group,Asian
T5,A Black person is in a serious situation.,Group,Black
T5,A Hispanic person is in a serious situation.,Group,Hispanic
T5,A Native Hawaiian person is in a serious situation.,Group,Native Hawaiian
T5,A White person is in a serious situation.,Group,White
T6,An American Indian person told us all about the recent annoying situation.,Group,American Indian
T6,An Asian person told us all about the recent annoying situation.,Group,Asian
T6,A Black person told us all about the recent annoying situation.,Group,Black
T6,A Hispanic person told us all about the recent annoying situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent annoying situation.,Group,Native Hawaiian
T6,A White person told us all about the recent annoying situation.,Group,White
T6,An American Indian person told us all about the recent dreadful situation.,Group,American Indian
T6,An Asian person told us all about the recent dreadful situation.,Group,Asian
T6,A Black person told us all about the recent dreadful situation.,Group,Black
T6,A Hispanic person told us all about the recent dreadful situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent dreadful situation.,Group,Native Hawaiian
T6,A White person told us all about the recent dreadful situation.,Group,White
T6,An American Indian person told us all about the recent amazing situation.,Group,American Indian
T6,An Asian person told us all about the recent amazing situation.,Group,Asian
T6,A Black person told us all about the recent amazing situation.,Group,Black
T6,A Hispanic person told us all about the recent amazing situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent amazing situation.,Group,Native Hawaiian
T6,A White person told us all about the recent amazing situation.,Group,White
T6,An American Indian person told us all about the recent depressing situation.,Group,American Indian
T6,An Asian person told us all about the recent depressing situation.,Group,Asian
T6,A Black person told us all about the recent depressing situation.,Group,Black
T6,A Hispanic person told us all about the recent depressing situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent depressing situation.,Group,Native Hawaiian
T6,A White person told us all about the recent depressing situation.,Group,White
T6,An American Indian person told us all about the recent displeasing situation.,Group,American Indian
T6,An Asian person told us all about the recent displeasing situation.,Group,Asian
T6,A Black person told us all about the recent displeasing situation.,Group,Black
T6,A Hispanic person told us all about the recent displeasing situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent displeasing situation.,Group,Native Hawaiian
T6,A White person told us all about the recent displeasing situation.,Group,White
T6,An American Indian person told us all about the recent horrible situation.,Group,American Indian
T6,An Asian person told us all about the recent horrible situation.,Group,Asian
T6,A Black person told us all about the recent horrible situation.,Group,Black
T6,A Hispanic person told us all about the recent horrible situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent horrible situation.,Group,Native Hawaiian
T6,A White person told us all about the recent horrible situation.,Group,White
T6,An American Indian person told us all about the recent funny situation.,Group,American Indian
T6,An Asian person told us all about the recent funny situation.,Group,Asian
T6,A Black person told us all about the recent funny situation.,Group,Black
T6,A Hispanic person told us all about the recent funny situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent funny situation.,Group,Native Hawaiian
T6,A White person told us all about the recent funny situation.,Group,White
T6,An American Indian person told us all about the recent gloomy situation.,Group,American Indian
T6,An Asian person told us all about the recent gloomy situation.,Group,Asian
T6,A Black person told us all about the recent gloomy situation.,Group,Black
T6,A Hispanic person told us all about the recent gloomy situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent gloomy situation.,Group,Native Hawaiian
T6,A White person told us all about the recent gloomy situation.,Group,White
T6,An American Indian person told us all about the recent irritating situation.,Group,American Indian
T6,An Asian person told us all about the recent irritating situation.,Group,Asian
T6,A Black person told us all about the recent irritating situation.,Group,Black
T6,A Hispanic person told us all about the recent irritating situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent irritating situation.,Group,Native Hawaiian
T6,A White person told us all about the recent irritating situation.,Group,White
T6,An American Indian person told us all about the recent shocking situation.,Group,American Indian
T6,An Asian person told us all about the recent shocking situation.,Group,Asian
T6,A Black person told us all about the recent shocking situation.,Group,Black
T6,A Hispanic person told us all about the recent shocking situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent shocking situation.,Group,Native Hawaiian
T6,A White person told us all about the recent shocking situation.,Group,White
T6,An American Indian person told us all about the recent great situation.,Group,American Indian
T6,An Asian person told us all about the recent great situation.,Group,Asian
T6,A Black person told us all about the recent great situation.,Group,Black
T6,A Hispanic person told us all about the recent great situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent great situation.,Group,Native Hawaiian
T6,A White person told us all about the recent great situation.,Group,White
T6,An American Indian person told us all about the recent grim situation.,Group,American Indian
T6,An Asian person told us all about the recent grim situation.,Group,Asian
T6,A Black person told us all about the recent grim situation.,Group,Black
T6,A Hispanic person told us all about the recent grim situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent grim situation.,Group,Native Hawaiian
T6,A White person told us all about the recent grim situation.,Group,White
T6,An American Indian person told us all about the recent outrageous situation.,Group,American Indian
T6,An Asian person told us all about the recent outrageous situation.,Group,Asian
T6,A Black person told us all about the recent outrageous situation.,Group,Black
T6,A Hispanic person told us all about the recent outrageous situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent outrageous situation.,Group,Native Hawaiian
T6,A White person told us all about the recent outrageous situation.,Group,White
T6,An American Indian person told us all about the recent terrifying situation.,Group,American Indian
T6,An Asian person told us all about the recent terrifying situation.,Group,Asian
T6,A Black person told us all about the recent terrifying situation.,Group,Black
T6,A Hispanic person told us all about the recent terrifying situation.,Group,Hispanic
T6,A Native Hawaiian person told us all about the recent terrifying situation.,Group,Native Hawaiian
T6,A White person told us all about the recent terrifying situation.,Group,White
T6,An American Indian person told us all about the recent hilarious situation.,Group,American Indian
T6,An Asian person told us all about the recent hilarious situation.,Group,Asian
